id,description,asking_price,annual_revenue,ebitda,sde
bb7479da-9f49-4216-a1f7-43a2f9c5f583,"$1,150,000 Plus Inventory for the Illinois West Peoria Branded Gas Station C Store Business and Property for sale. $65,000 - $70,000 in average monthly merchandise sales, with significantly higher margins from profitable item sales.  27,000 average gallons of gas sales per month, with an average of 25 cents per gallon.  These sales include 5,000 gallons of Diesel per month.  Additional revenue from Gaming, Lottery, ATM, air vacuum, cigarettes, and other rebates and commissions.   Updated 3 MPDs, double-sided, and a fourth Diesel pump available.  4 Fiberglass tanks in great shape.  2000 SF building on a .5 acre lot.  The seller is motivated and willing to make the right deal with the right owner-operator.  Please do not disturb the employees.  For more information and showings, call The Saleh Group or visit us online.",1150000,2050000,315000,null
0ba81d27-c45c-45ef-96fc-d05c5043727d,"1. AutoBody & Paint Shop for Sale in City of Gardena

This shop completed a full build-out in 2022 with modern facilities and equipment. It is fully licensed with a City of Gardena license, AQMD Equipment Permits, and a BAR license.

2. Sales & Income

Monthly Gross Sales: approx. $21,133

Monthly Net Income: approx. $10,076

Revenue primarily comes from insurance claims as well as walk-in customers. NO DRP

3. Lease Terms

Rent: $4,450/month (includes electricity, water, and CAM)

Lease Term: Landlord is open to offering 5+5 or 5+10 options for a new tenant

Rent Increase: 3% annually

Size: 3,100 sf with 12 parking spaces

-->Expansion Opportunity: The current space is 3,100 sf, but the adjacent 3,100 sf space is also available for an additional $4,600/month. This allows the buyer the option to expand and operate a large-scale 6,100 sf Auto Body Shop.

4. Operations

Business Hours: Mon–Fri 9am–5pm / Sat 9am–2pm / Sun closed

Employees: 0 Full-time, 0 Part-time (all independent contractors on a commission structure)

Owner’s Role: Handles only administrative work, not vehicle repair ? A new owner can operate the business without technical auto body knowledge.

5. Major Equipment & Facilities

27’ Semi Down Draft Spray Booth (with Fire Suppression System)

10’ Walk-In Paint Spray Booth (3 Phase Motor, brand new)

10’ Walk-In Curing Oven (with Timer, suitable for small parts and aluminum wheels)

Compair Hydrovane Air Compressor (460V, 3 Phase, 15HP, with Detached Air Dryer, low hours)

Additional Enclosed Storage Facility for Car Parts

Private Office fully furnished with furniture and equipment

6. Comment:
This is a newly built AutoBody + Paint + Collision Facility generating steady revenue from insurance claims and walk-in customers. It is an ideal opportunity for both new entrepreneurs and experienced automotive business owners. The option to expand to 6,100 sf by leasing the adjacent space makes this an especially attractive investment.",190000,253596,120912,null
e2cb1cfe-90a0-40ee-be47-bb305f3f7066,"This outdoor living space construction business specializes in installing high-quality decks and other custom outdoor living spaces. The company offers a range of design and construction services, including decks, pergolas, pavilions, verandas, pools, outdoor kitchens, and firepit and fireplaces with a commitment to quality craftsmanship and customer satisfaction. The company ensures that every project meets high standards and exceeds client expectations. The company combines innovative design, superior materials, and skilled installation to create spaces that are both beautiful and built to last.To learn more please sign the Digital Confidentiality Agreement and Buyer Profile:https://sunacquisitions.com/business-listing/outdoor-deck-design-and-installation-business/Select Request More Information once you go to the above link.",2541212,2937352,847071,847071
d46276e6-92cc-4058-b99c-3f7c57b20bed,"A unique opportunity to acquire a well-established custom window treatment company, founded in February 1991. Known for its quality craftsmanship and exceptional customer service, this business has built a strong reputation over the decades. The current owner acquired the company in March 2021 and has continued to enhance its operations and client engagement strategies. The seller\u2019s responsibilities include administrative tasks, client meetings, projects overview and scheduling.This company enjoys a competitive position in the market, supported by a loyal client base and a diverse range of products, catering to both residential and commercial clients. There are significant growth opportunities available, including expanding marketing efforts, introducing new product lines, and enhancing the online presence to attract a wider audience. Please refer to listing 7101380150 and advisor Baicna Evans when inqiuring",150000,408341,116076,116076
b76768bf-b490-42ec-8fe3-6af98b6c1f4e,"The business sale includes a 2022 wrapped Dump Body hauling truck which is paid off. Owner runs this business part-time. No royalties, all cash business. Mobile invoicing. 60% of all junk removed is recycled adding additional revenues. The business has established a proven marketing system and a highly esteemed support department. The business has multiple revenue streams and profit centers. This business has a verifiable cash flow and track record of success. Customers truly appreciate these services and are happy to pay their invoice after the debris and clean-up occurs. We handle major problems that home and business owners just cannot deal with on their own. Advanced training and ongoing corporate support will be included with this sale.Other business highlights:- An essential services business- Access to exclusive client acquisition tools - Low Fixed Costs to Operate- High Margins- Residential and Commercial Customer base- National franchise with strong marketing, training, and support.Contact Todd for detailed information about this business at 561-767-0605.",325000,301000,92000,92000
9cf47932-d9b3-4b20-9213-0de9787f90c3,"This Pub and Diner has perfected the recipe for success: great food, great drinks, and excellent service, all set in a prime, high-traffic location. With a strong reputation among locals and visitors alike, this popular eatery is well-loved across the region, drawing a loyal customer base from surrounding counties. Located in a bustling area surrounded by residential neighborhoods, businesses, and popular attractions, this restaurant is an outstanding opportunity for a high-profit venture.The menu is designed to appeal to all appetites, offering a wide variety of popular, affordable dishes that keep customers coming back time and time again. Thanks to the owner’s well-curated selection of crowd-pleasers, this establishment enjoys steady patronage across all mealtimes. The diner serves breakfast, lunch, and dinner, creating multiple revenue streams throughout the day.This Turnkey Operation is fully equipped and staffed, ready for a seamless handover. The dining and bar area can seat 115 guests, and the outdoor patio adds another 35 seats. This Pub and Diner is a golden opportunity for restauranteurs or investors looking for a profitable, well-regarded establishment with high growth potential.A full buyer profile and NDA are required for more information.",375000,1910524,261092,261092
2287bfd4-dd51-48d2-a190-d5441d327748,"Recession Resistant Silicon Valley Mail Center Franchise - SC2248

Financial Information
Asking Price: $174,900
Cash Flow: $20,000
Gross Revenue: $200,000
Down Payment: $174,900
Adjusted EBITDA: On request
 
This Silicon Valley based Mail Center Franchise is a California Limited Liability Company and has been in operation for 5 years and under current ownership over that time. They are well established in their community and have a great reputation for providing mail center services. They provide full turnkey service, including Packing Materials and Supplies, Packing Services, Shipping with UPS, DHL, USPS and FedEx, Notary, Passport Photos, Copying, Faxing, Mailboxes (both physical and virtual), Office Supplies, Laminating, Printing, Scanning, Freight Shipping, Live Scan, etc. They can provide local, national, and international shipping services.

Business Location
City: Northern California
State: California

Reason for Sale
The reason for selling is the Seller would like to pursue other interests.

Detailed information
Year Established: 2020
Home Based: No
Franchise: No
Relocatable: No
Lender Prequalified: No
SBA Prequalified: No
Part-Time Employees: N/A
Contractors: N/A
Owner Worked Hours/w: 40
Inventory Included: Yes
Inventory Value: $6,000
Monthly Rent: $5,947
Real Estate Available: No
Real Estate Included: No
Real Estate Value: N/A
Building Size: 1287
FF&E Included?: Yes
FF&E Value: $50,000

Training/Support
The Seller is willing to train the new Owner for up to 2 weeks at 30 hours for week. Extensive training will be provided by the Franchisor. Additional training from the Seller is available at mutually agreed upon compensation from the Seller to the Buyer.

Facilities
This Mail Center operates out of 1 main location of 1,287 square feet. The current rent is $4,571 and monthly CAM charges of $1,376. The current lease is a 7-year lease and it is assignable.

Market Outlook/Competition
Since the start of the 2020’s, there’s been a 37% growth in business volume for mailing and shipping franchises. Today, more than 20 billion parcels are shipped around the United States annually, with parcel revenue rising by 29% to a staggering $171 Billion in 2020. So, parcel shopping is undoubtedly booming, partly from the American reliance on delivery purchases through Amazon and other online venues. 

 

CA 02282967
NV B.1003039.LLC
NV BUSB.0007191",174900,200000,20000,null
122dc90e-e2c7-482a-8c70-eac563ffc8ad,"Sunbelt Business Brokers of Dallas presents this profitable durable medical equipment business (DME) for sale in Alabama. This accredited DME is independently owned and operated and is approved by Medicare and Medicaid. It is a retail brick and mortar business but also has significant revenue derived from its online division utilizing lockers at Amazon. An excellent list of contracts is in place with United Health Care, Humana and Blue Cross Blue Shield among others. It provides devices for two Workers Compensation third party administrators. In operation for several decades, this business is fully staffed and well-organized which allows minimum direction from the owner. The owner wants to sell this DME to concentrate on current real estate holdings. This DME is priced to sell quickly so contact us now for more information. Sponsoring Broker: Aaron Comeaux, ------------. Real Estate Available: No
                
Real Estate Included: No Detailed Information:
                
Lender Prequalified: No                
SBA Prequalified: No",1200000,1800000,350000,350000
2f5e235b-8423-4f0b-bb47-b7d860af8029,"This Northern California based Bakery and Cafe is a California Limited Liability Company that has been in operation for the past 7 years under current ownership. Located in an extremely popular tourist location in Northern California, in the downtown central district, they are known for their incredible array of baked goods made from scratch. They recently have expanded their space and now offer a kitchen café serving breakfast all day as well as brunch fair and sandwiches, salads and shareables. Known in the community and well established and centered in the tourist district in a beautiful Northern California destination location, this business is ready for growth and expansion under a new owner! The business does have a Type 41 (Beer and Wine) ABC Liquor License that stays with the lease.
                
Real Estate Available: No                
Real Estate Included: No Detailed Information:
                
Lender Prequalified: No                
SBA Prequalified: No                
Rent: $10,400.00                
Owner worked hours per week: 30                
Market Competition: The North American bakery product market witnessed significant growth in the past and is expected to grow at a CAGR of about 4.4 % during the forecast period (---------). The market size was valued at $234.5 Billion in 2022. The driver of the growth is consumer preferences, urbanization and the fast pace of modern life.",349000,1200000,120000,120000
dee08d17-e839-4e02-9d39-b592c54194e1,"Child Care Center – 36 Years of Excellence! For nearly four decades, this 5-star, family-focused facility has been a trusted cornerstone in the community. They are the largest center in town, known for outstanding care and a loyal customer base spanning three generations. The are in the downtown area with four separate buildings (all within walking distance) to ensure easy access and safety. Combined capacity is 305, serving infants through school-age students.  Pre and after school program is available as well a summer camp.

Their learning approach is through hands-on activities, field trips, and robust community partnerships. Each classroom is fully stocked with rotating materials to enrich the curriculum monthly.

o	Building 1 & 2 (Pre-K/Infant): 4,900 + 1,200 sq ft. Real estate (appraised at $935,000) included in the sale.
o	Building 3 (School-age): 1,750 sq ft, available for lease from a long-tenured director, offering a stable arrangement.
o	Building 4 (Pre-/After-school & Summer): 2,480 sq ft, also available for lease from current ownership.
o	Four 15-passenger vans included for transportation needs.
•	Enrollment:
o	Bldg. 1 & 2: 106 enrolled (149 capacity)
o	Bldg. 3: 85 enrolled (107 capacity)
o	Bldg. 4: 45 enrolled (49 capacity)

This business employing 50 staff members, including 2 qualified directors, ensuring continuity of leadership and deemed one of the largest employers in the area. Competition is minimal with only one other day care center in the area.  
 
Asking Price of $2.6M turnkey includes the main real estate, equipment vehicles(4-15pax vans), and established brand. Potential to expand further or reconfigure building usage is available. 

Owner is retiring, however they will stay several months to ensure a smooth handover.  For additional information, please contact Shanon Madrid @ 919-858-6853 Ext 101 or smadrid@sunbeltnetwork.com.",2600000,2244569,559728,null
58bcbb9a-f1b8-4b9e-8bd1-e8929d695c3b,"Well established 22-year-old Internal Medicine Practice is located in a rapidly expanding city. 

Medical staff includes one doctor, two nurse practitioners and one administrative assistant. This growing Medical Practice also includes a lab testing facility.

The retiring Physician is open to staying on to assist the new owner with a 1-to-2-year transition period. The preferred buyer profile is an MD looking to expand his or her current practice with this additional location.",1800000,1550000,595000,null
5a1379a9-fe8b-4cbf-bb00-27cc0440a0a9,"Started in yr 2000, the Company is a highly reputable importer/distributor of high quality globally sourced aquarium fish, coral and other invertebrates, services all major public aquariums & zoos in the US, intl aquariums/zoos, retailers/wholesalers, aquarium maintenance and installation companies. Proprietary aquarium systems were built in its 12000+ sf facility to hold/quarantine wild-caught aquarium animals. Owners have built a great foundation with industry-leading protocol & SOPs for animal acquisitions, bio-security and aquatic life support systems; highly trained staff; well-organized historical operation data, the business is positioned for future growth. LA11368",1500000,1374683,0,null
48b67e85-6ffe-4d68-aa5f-eb1ee46b1da8,"Thriving Residential & Commercial Insulation business covering Little Rock AR and nearby areas. Every home and establishment requires quality insulation, ensuring lasting comfort and energy efficiency. Our average residential project costs $4,500 (handled by 2 Technicians in just 1 day), with 100% financing options available for customers' convenience. We provide personalized, detailed proposals, outlining costs and schedules. Once approved, we schedule the service promptly. Our thorough walk-throughs pre and post-service ensure the customer's complete satisfaction. Insulation typically needs replacement every 15 years, covering attics, crawl spaces, and walls. Our mission is to optimize homes and buildings in Little Rock for peak efficiency and eco-friendliness. Additionally, we excel in restoration projects like water and fire damage, compensated generously by insurance firms.",200000,926000,305000,305000
818fedd9-8803-4379-8759-a439d4a355e9,Unique consignment / rental management company with strong year over year growth. Owner is very part-time and has a seasoned staff in place. Great lifestyle business with many repeat customers. Company can continue to grow in its current market and has vast expansion potential.  Please contact Spencer Sigoda at 619-905-9552 or email spencer@sdbiz.com for additional information.,1300000,1380629,339250,339250
e7048c07-ee32-413e-a862-3178a62f0c5a,"A turnkey opportunity to own a thriving and profitable business? Look no further! This well-established nail salon has been a staple in the community for 12 years, boasting a stellar reputation ( even voted #1) last few years . With a consistent SDE of $400k inclusive of cash (to be proven by Seller), this business offers a fantastic return on investment. Proven Profitability: Consistent SDE , demonstrating a strong and reliable income stream.
                    
Established in the same location for 12 years, benefiting from a loyal customer base and high visibility.                    
Recognized year over year as the #1 nail salon in the area, attracting a steady stream of repeat customers.                    
High-Energy Atmosphere: A vibrant and inviting salon that fosters a positive and enjoyable experience for clients.                    
Growth Potential: The salon currently operates at full capacity, with ample opportunity to expand services and increase revenue by adding another station.                    
This is an ideal opportunity for:                    
Experienced salon owners looking to expand their portfolio.                    
First-time entrepreneurs with a passion for the beauty industry.                    
Investors seeking a profitable and established business with significant growth potential",650000,1018832,207320,207320
5cf4452c-41a7-4534-aa7a-7721d90e05af,"FOR SALE: A RARE OPPORTUNITY! This California based National Franchise Company is for sale. We own and operate two corporate locations in south central California and have 3 franchisees in other parts of the country. At the retail level our stores do two things. First, we bake amazing bread and baked goods. Our locations enjoy repeat business from our local communities buying our fresh baked goods. Second, our locations operate a deli/café attached to the bakery. The upside to this opportunity is significant, including franchise fee revenues and ongoing royalty revenue growth as the new owner brings new franchisees into the system. We support our franchisee partners with 3rd party Financial Assistance, Site Selection Assistance, Lease Negotiation Assistance, Co-Operative Advertising, Product Cost Reductions and Extensive Onboard Training. The reason we are selling it is part of an exit strategy moving towards retirement. The foundation of this business is solid. The two company-owned locations are profitable. The franchisees are profitable, and they have been with us for a long time. We want to find someone who understands the franchise industry, is interested in taking what we have built, and growing it to the next level. Essentially, there are two businesses included in this sale. The asking price includes both the corporate operating retail locations along with the franchise company with its royalty revenue. To be considered we require several things:
- Signed NDA
- Completed Confidential Questionnaire
- Background knowledge or experience in the franchise industry.
- A passion for helping others own and operate their own franchised business
- A great coach, teacher, mentor as well as a visionary to grow the brand
- Demonstrated liquid cash of $750,000
- For someone who understands the franchise industry this is a rare opportunity with significant upside along with solid well-established cash flow..",995000,3866140,341960,null
353d1a4c-18c5-4bfe-a5fa-9fad876fc8ba,"This five-year-old boutique freight brokerage specializes in the food and beverage sector, serving clients across the U.S. and Canada. The owner states “We’ve built a strong reputation for reliability and personalized service, focusing on the unique logistics needs of this industry, including the handling of perishable goods. With a vetted and trusted network of carriers, we offer solutions that ensure timely, dependable, and safe deliveries. Our industry expertise and hands-on approach have led to strong, long-term client relationships and steady growth.""This is currently a home-based business, it can be relocated and is well-positioned for continued expansion. This business offers a solid foundation in a niche market with significant potential for scaling.For more information contact Scott Curtis – First Choice Business Brokers – Charlotte. Scott@FCBB.com 704-649-8068.",799000,2346246,278765,278765
1b7daa46-48c7-4047-944a-c2516f376484,"Key Investment Considerations:• Gross Revenue of $955,715 in 2023 & $1,260,185 in 2024.• $238,794 in Seller Discretionary Earning in 2023• $398,995 in Seller Discretionary Earning in 2024• Prime, High-Traffic Location: Situated in the historic and commercially active immediate service area.• Stellar Reputation & Brand Loyalty: Consistently high ratings and a dedicated following of local families and professionals.• Turnkey Operation: Fully equipped kitchen, trained staff, and established supplier relationships in place.• Consistent Profitability: Strong historical financial performance with stable cash flow. (Financials available upon request).• Identified Growth Levers: Clear, actionable opportunities to significantly increase revenue and profitability.• Favorable Lease Terms: Secure lease with options for renewal.• Pizza & Subs business is operated under a licensing agreement.• Only 2% royalty on Pizza & Subs restaurant net sale• Menu prices have not increased for 4 years. Time to increase price for immediate revenue increase.• Seller is willing to train 2 weeks after closing.• Pandemic proof business model with opportunities to grow.• $150,000 worth of FF&E included in listing price• Restaurant dining area has been renovated in 2022.• A few new kitchen equipment has been purchased including pizza oven and refrigerator and HVAC.Established in 2012, this Central Virginia Pizza and Subs Restaurant has built an impeccable reputation for its high-quality ingredients, classic recipes, and exceptional customer service. It is a turnkey operation with a loyal customer base, a strong community presence, and a proven track record of consistent revenue and profitability.The business is strategically positioned to serve the stable employee base of the county government complex, the surrounding residential neighborhoods, and the steady flow of traffic along the main road. With well-established brand and significant, untapped growth opportunities, this restaurant represents an ideal acquisition for an owner-operator seeking immediate cash flow or a strategic buyer looking to expand their portfolio.Because of retirement reason, current business owners are putting this business in the market and hence this great opportunity for acquisition.",975000,1260185,398995,398995
0274c7e5-5a15-48f0-882f-84b9b4222cb6,"BUSINESS OVERVIEW
Highly profitable private chef and catering business has built an exceptional reputation serving one of America's most affluent markets — Teton County, Wyoming, home to the highest per capita income of any county in the United States. The business has achieved remarkable revenue growth while consistently maintaining SDE margins above 40%. This growth has occurred mostly through word-of-mouth and repeat business, signaling tremendous untapped upside for a buyer willing to invest in systematic marketing.
 
The business operates from an owned commercial kitchen facility, providing full operational control, capacity for additional growth, and competitive barriers most rivals cannot match. The kitchen can support an estimated 2–3x increase in revenue without additional capital investment.

SERVICES OFFERED
The business serves multiple high-value customer segments through four distinct revenue streams:
- In-home private chef services 
- Weekly meal preparation & delivery 
- Event catering 
- Culinary instruction

IDEAL BUYER PROFILE
This opportunity is well-suited for an owner-operator with culinary or catering experience, general management skills, and an interest in building on a strong existing foundation. A buyer with marketing and sales aptitude will find particularly fertile ground given how little systematic marketing has been deployed to date.
 
An investor with an experienced chef is also ideal. 

If you would like to receive an NDA or have questions, please contact Eric J. Gall by completing the ""Contact Form."" After you click ""Send Message"", you will immediately receive a link to our electronic NDA by email and text if you entered your cell phone number. If you have questions prior to signing the NDA, please provide them in the ""Optional Message"" box, and I will call or text you. NOTE: My call or text will come from my personal phone number, not the tracking number placed on this ad by BizBuySell/BizQuest. Calls from the tracking number are not always successfully forwarded to my personal phone due to spam filters.",740000,986393,413758,null
8418ef2c-4392-4655-90c6-cbaa4e1dac39,"Don't miss out on the chance to own a lucrative dog boarding and daycare facility! This prime location offers boarding, daycare, nail trims, and more, with convenient walk-in and flexible hours for your clients. With top-notch customer service and exceptional care for animals, this opportunity is sure to go quickly!** Please note: Financials shown reflect 2024 YTD through August **Inquire for more details and learn how you can buy a business for as little as 10% down on qualified SBA listings or how to use creative financing options to get a deal done! At Transworld Business Advisors, we are the most active business brokerage in the country - listing and selling the most businesses in the state. Get added to our buyer list today to receive notifications as businesses with your criteria hit the market!",100000,185176,146691,146691
07cfc5f1-bfcf-43d1-bf1a-1cff72de4fbd,"MONTHLY GROSS: $27,000
MONTHLY RENT: $5,873 + $1,611 NNN
LEASE TERMS: 5+5
STORE SIZE: 1,650 SF.
OPEN HOURS: 8AM-6:30PM MON-FRI, 9AM-4PM SAT.
EMPLOYEES: 1 FT + PT OWNER
WAGE: $4,000
OWNER SINCE: 2004
REASON FOR SELLING: TOO FAR FROM OTHER LOCATION.
FINANCING: 50% DOWN 50% BANK LOAN
NOTE: FANTASTIC LOCATION WITH PLENTY OF PARKING.
CURRENTLY RUNNING AS AN AGENCY, BUT IT’S FULLY 
EQUIPPED TO RUN AS A PLANT. 
CURRENT OWNER IS DOING ALL THE CLEANING AT
THE OTHER LOCATION. ROOM TO IMPROVE THE BUSINESS
WITH OWNER-OPERATOR. PLENTY OF BUSINESSES AROUND
THE AREA FOR COMMERCIAL ACCOUNTS.
PRICE LIST:
SHIRT $3.95	SHIRT DC $7.75
BLOUSE 7.75	PANTS 7.75	SUIT:19.93
NET INCOME: $6,200/MO.",299000,324000,74000,null
46fdeca6-c758-4f47-a458-cffcebd09ea4,"BUSINESS HIGHLIGHTS

The Company is a wholesale distributor serving independent retail establishments. The Company specializes in sourcing and delivering a curated mix of grocery, snack, candy, and non-food items, with a focus on underserved markets and high-demand, fast-moving products. The Company’s core product lines are designed to meet the needs of independent retail establishments, with a focus on high-demand, fast-moving items that are often underserved by national distributors. The Company serves independent retail establishments such as small grocery and convenience stores, which account for 100% of the Company’s revenue. The customer base is highly diversified, with no single account contributing more than 3% of sales. The Company has an elite sales staff that providers strong product expertise which consistently drives high value partnerships. 

INVESTMENT APPEAL

• Superior Name and Reputation: The Company enjoys a long-standing reputation for the quality of its 
products and services, expertise, dependability, and superior customer support. The Company’s reputation in the industry is the result of conducting business with a philosophy that is supported by professionals, principals, values, and ethics. As a result, the majority of the Company’s business is from 
repeat business and referrals.

• Outstanding Growth Opportunities: Several opportunities exist for the Company to significantly increase revenue and profit, including leveraging the Company’s proven reputation to pursue and penetrate new and existing markets. These opportunities are easily attainable given the appropriate investments in capital and human resources.

• Strong Supplier Relationships: The Company maintains strong, diversified relationships with a broad 
network of suppliers. These partnerships provide purchasing flexibility and help ensure consistent product availability, supporting the Company’s high fill rates and operational reliability.

• Rising Gross Profit Trend: Throughout the historical period, gross profit increased from 27.9% of sales in 2022 to 31.6% of sales by the end of 2024. The Company has been able to efficiently control its cost of sales after high growth, demonstrating its ability to maximize profitability potential.",null,7400000,491000,null
99bc31b2-90ee-4ea0-bec5-8b07a4761a7d,"- 3 Locations- Opportunity to add additional locationsThe franchise is a dynamic and flourishing pizza franchise that has become a culinary sensation, known for fast service, customizable and high-quality ingredients.The menu consists of build your own pizzas, cheesy breads, salads, desserts, and beverages. The Company emphasizes fresh ingredients and has keto, cauliflower, and gluten free crust options.The Company provides a fast-casual dining experience at modern and inviting storefront locations. Half of the locations have outdoor patios that customers can enjoy. Customers also have the option to place pickup orders or deliver right to their home through a 3rd party delivery service.The Company consistently outperforms its direct competition and receives more favorable guest feedback.The franchise is currently undergoing rapid expansion, giving the opportunity for franchisees to scale up by adding more locations.Current ownership is looking to exit the business and is willing to assist new owner(s) throughout a reasonable transition period.",2000000,3300000,253000,253000
7d5da3b4-9c87-48ff-abff-86d09b225cec,"$3,900,000 Plus Inventory for Texas Tyler Branded Gas Station C-Store Fast Food Coin Laundromat Business and Property.  1.5 hours east of Dallas.  $140,000 average inside merchandise sales, with much higher margins, including profitable hot food and deli sales.   Fully equipped kitchen and deli with a Hood.  47,000 average gallons of gas sales per month.  Large 2500 SF C store.  Profitable Operation.   The seller is preparing an area of the building to add a coin laundry, which will increase revenue and profits.  Located on a major street in a commercial and residential area.  Great opportunity for the right owner-operator or a family.  Additional strong income from Lottery, ATM, Air, Cigarettes, and other rebates and commissions.  Please “do not disturb the employees” and call The Saleh Group for more information and showings, or visit us online.",3900000,3700000,570000,null
781a17fe-f77d-4e9f-ab8b-0178c3907ca9,"This established Gulf Coast roofing franchise presents an opportunity to acquire a branded, technology enabled operation serving an affluent residential market from Tampa to Venice. The business specializes in residential roof replacements, supported by complementary exterior painting and gutter services, with roofing representing the majority of revenue. Positioned in a weather exposed and regulation driven Florida market, the company benefits from recurring replacement demand, insurance related drivers, and higher specification building standards that support premium pricing and attractive margins.
The company operates under a nationally recognized franchise brand, providing supplier leverage, standardized systems, and consumer credibility that differentiate it from smaller local competitors. Integrated CRM and AI driven estimating tools create operational efficiency and a scalable foundation for growth. The business maintains a balanced mix of retail and storm related work, reducing volatility while preserving upside during active storm seasons.
Currently owner operated, the company offers clear expansion pathways for a growth-oriented buyer. Adding dedicated sales personnel or management leadership, expanding marketing investment, and further developing exterior service lines could significantly increase revenue within the existing territory. With leased facilities, minimal capital expenditure requirements, and documented processes in place, this opportunity represents a capital efficient platform in a resilient and high demand market.",625000,730000,200000,null
0971c876-9b43-4af1-8e0c-d006cd4524d0,"Company is a 25+ year established carpet and floor care company in Virginia Beach and surrounding areas, serving both residential and commercial clients. The business operates with strong margins, diversified revenue, and clear growth opportunities, offering a turnkey, scalable opportunity for a new owner.",344500,357823,140308,null
89279711-7011-4139-baab-c3efb478196c,"This local lot maintenance and striping business is for sale and includes a late model van, striping machines, and all other equipment assets and inventory needed to run daily operations. The average ticket last year was just over $3000.00. We have solved the problem of keeping our customers parking lot appearance at a high level, affordably. This is a high demand service with few local competitors. Our proprietary overlays are superior to what is available on the open market. Excellent reoccurring revenues. Virtually all public and private property owners and managers with existing asphalt assets require these services regularly. This business can be run semi-passively and managed by a general manager. Included in this sale is FF&E, inventories as well as extensive training and ongoing support.
                            
Additional Business Highlights Include: .",475000,1862300,333600,333600
63a10713-c8e7-4dcb-ba06-8a316514ce9e,"This turnkey craft brewery is a rare opportunity for a buyer seeking established operations, strong brand positioning, and exceptional growth potential. Designed to balance efficiency with creativity, the facility houses a 10BBL direct-fired brewhouse supported by 90BBLs of fermentation capacity, with infrastructure in place for an additional 60BBLs. Packaging capacity is covered with 35BBLs of bright tank space, ensuring production can scale seamlessly. A robust 7,000 gallon per day reverse osmosis water treatment system delivers consistently clean brewing water for premium beer quality and flexibility to craft a diverse range of beer styles.

The taproom is equally impressive, designed to be both a revenue driver and a brand showcase. Guests enjoy 16 tap handles pouring a rotating selection of beers and hard seltzers, highlighting creativity and consumer engagement. Indoors, the taproom is fully outfitted with audio-visual equipment, turnkey-ready for live music, sports, and private events. Outdoors, 2,250 square feet of patio space transports visitors into a tropical beach-inspired landscape, offering privacy and a memorable atmosphere that encourages repeat business. Combined indoor and outdoor settings make the brewery a natural hub for community gatherings, destination events, and brand-building experiences.

Beyond the four walls, the brewery has built a strong distribution footprint that blends both reach and flexibility. As a self-distributing operation, it maximizes margins and maintains direct relationships with customers. This personal approach enables quick responsiveness to account needs while also building loyalty. The brewery’s beers are already in corporate chains as well as independent grocery and liquor stores, providing a solid retail presence with room for further authorizations. On-premise accounts include independent restaurants and bars, plus placements in corporate hotels and chains offering broader visibility. More than a dozen off-site brands are available, giving buyers a diverse lineup to position across retail and on-premise segments.

The opportunity for growth is substantial. With greater focus on sales and account management, both on- and off-premise categories can expand significantly. The brewery’s production capabilities allow for launching new beer styles to capture emerging markets, while scaling existing brands to deepen regional penetration. Its niche branding approach—connecting with lifestyle choices and offering consumers craft beer without compromise—positions the company to stand out in a crowded industry. These curated brands resonate with today’s consumers who value authenticity, identity, and connection alongside flavor.

The foundation is strong: efficient brewing infrastructure, an attractive destination taproom, an expanding retail footprint, and lifestyle-driven branding that cuts through the market. What makes this brewery unique is the upside. A well-capitalized buyer can accelerate growth by increasing placements, enhancing distribution, or partnering with wholesalers to extend reach far beyond current territory. With capacity already in place to double production, the facility is set for scale without immediate costly upgrades.

This brewery combines the best of both worlds: a fully operational and profitable base with multiple avenues for expansion. Whether through direct sales, expanded distribution, or event-driven revenue streams, the opportunities are numerous and compelling. For an owner ready to invest in growth, this business offers the perfect blend of brand equity, operational readiness, and scalable potential—all set against the backdrop of an inviting taproom that embodies the craft beer lifestyle.",1400000,425000,330000,null
e9d3c59e-7977-4a09-b79d-1cc948123002,"Due to health issues this well-established, profitable Kosher Butcher & Prepared Foods Business for nearly 40 years MUST SELL and ALL reasonable offers will be considered. This business services the local community from their superior, highly visible location and has developed an outstanding reputation for quality, freshness, and value. Any new owner will benefit both from the established location with tons of repeat foot traffic as well as from the many customers who rely on them for holiday and specialty orders. The owner needs to sell because of health reasons and will consider any reasonable offer. Candidate criteria includes strong personal or business financial statements in order to satisfy the landlords requirements for a lease assignment. There is plenty of upside potential for a new owner including delivery, outside catering and more. Experience in food service or prepared foods is a plus in taking over this great business. Qualified candidates, please refer to listing number 15259 when inquiring about this listing.",null,1400000,250000,250000
